@relation adult-modded-weka.filters.supervised.instance.Resample-B0.0-S1-Z10.0

@attribute age numeric
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute fnlwgt numeric
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute sex {Female,Male}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute class {>50K,<=50K}

@data
52,Local-gov,149508,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,>50K
51,Private,158746,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,>50K
27,Private,120155,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,39,<=50K
31,Private,234387,9,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,<=50K
31,Private,69056,9,Divorced,Other-service,Own-child,White,Female,0,0,15,<=50K
21,Private,126613,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,<=50K
22,Private,119474,9,Never-married,Sales,Own-child,White,Female,1055,0,25,<=50K
32,Private,34104,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K
60,Self-emp-not-inc,92845,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,<=50K
42,Self-emp-inc,557349,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,<=50K
41,Private,173858,4,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K
27,Private,172009,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,<=50K
43,Self-emp-inc,320984,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,<=50K
90,Private,313986,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
18,?,23233,6,Never-married,?,Own-child,White,Male,0,0,40,<=50K
48,?,175653,12,Divorced,?,Not-in-family,White,Female,14084,0,40,>50K
43,Private,112607,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,<=50K
50,Federal-gov,111700,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,<=50K
18,Private,347336,8,Never-married,Other-service,Own-child,White,Male,0,0,12,<=50K
31,Private,310773,10,Separated,Sales,Unmarried,White,Female,0,0,40,<=50K
27,Private,68848,13,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,<=50K
30,Private,110622,13,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,<=50K
51,Private,165614,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,>50K
28,Private,113870,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,<=50K
27,Local-gov,199172,9,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,40,<=50K
32,Self-emp-not-inc,203408,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,<=50K
37,Private,410034,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K
39,Private,89040,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,<=50K
36,Private,31438,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,43,<=50K
33,Private,136331,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K
39,Private,282489,9,Never-married,Other-service,Not-in-family,White,Female,0,0,25,<=50K
29,Without-pay,212588,10,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,65,<=50K
50,Private,175804,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,<=50K
29,Private,108253,13,Married-civ-spouse,Prof-specialty,Wife,Other,Female,0,0,40,<=50K
57,Private,151874,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,50,<=50K
30,Private,37646,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K
28,Local-gov,25864,9,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,35,<=50K
35,Federal-gov,475324,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
49,Self-emp-inc,211020,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,>50K
46,Local-gov,125457,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,38,>50K
33,Private,232356,9,Married-civ-spouse,Sales,Husband,White,Male,0,1672,55,<=50K
29,Private,152461,13,Never-married,Prof-specialty,Unmarried,White,Female,14344,0,50,>50K
52,Private,110954,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,>50K
26,Private,211695,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,<=50K
45,Local-gov,287920,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,>50K
35,Private,79050,9,Never-married,Transport-moving,Unmarried,Black,Male,0,0,72,<=50K
33,Private,238912,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,>50K
33,Private,286675,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
40,State-gov,13492,9,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,0,0,84,<=50K
41,Local-gov,133692,13,Divorced,Protective-serv,Unmarried,White,Female,0,0,40,<=50K
58,Private,96840,9,Widowed,Craft-repair,Unmarried,White,Female,0,0,37,<=50K
50,Self-emp-not-inc,132716,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,>50K
35,Private,141276,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,<=50K
29,Private,132675,7,Separated,Other-service,Own-child,Black,Female,0,0,40,<=50K
51,Private,86373,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,25,<=50K
33,Private,232356,9,Married-civ-spouse,Sales,Husband,White,Male,0,1672,55,<=50K
31,Private,27494,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,<=50K
19,Private,63814,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,18,<=50K
48,Private,174533,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K
41,Private,185145,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,>50K
55,State-gov,136819,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,>50K
24,Local-gov,32950,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,<=50K
47,Self-emp-inc,215620,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,>50K
28,Private,394927,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,>50K
22,Private,349212,10,Never-married,Other-service,Own-child,White,Female,0,0,20,<=50K
35,Private,87556,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K
38,Private,63509,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
36,Private,250238,2,Never-married,Other-service,Other-relative,Other,Female,0,0,40,<=50K
20,Private,164922,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,<=50K
20,Private,494784,9,Never-married,Sales,Other-relative,Black,Female,0,0,35,<=50K
50,Private,136836,9,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,<=50K
59,Private,142326,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
25,Private,184303,10,Separated,Priv-house-serv,Other-relative,White,Female,0,0,30,<=50K
21,Private,198259,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,30,<=50K
37,Private,233322,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
30,Private,186269,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,<=50K
23,Federal-gov,361278,10,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,20,<=50K
63,Private,213095,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K
29,Private,131088,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K
43,Self-emp-inc,303211,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,<=50K
20,Private,164441,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,<=50K
44,Private,184871,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,<=50K
43,Private,358677,11,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,<=50K
22,Private,338162,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,40,<=50K
45,Private,149640,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
56,Self-emp-not-inc,357118,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,<=50K
59,Private,176011,10,Separated,Adm-clerical,Unmarried,White,Male,0,0,40,<=50K
30,Private,248384,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,<=50K
42,Self-emp-inc,188615,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,>50K
30,Private,236543,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,32,>50K
54,Self-emp-not-inc,260833,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,>50K
55,Private,98361,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,>50K
64,Private,237581,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,>50K
62,Private,153148,9,Divorced,Other-service,Not-in-family,White,Female,0,0,84,<=50K
65,?,117963,9,Married-civ-spouse,?,Husband,White,Male,0,0,45,<=50K
31,Private,91666,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,<=50K
42,Private,187720,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,>50K
25,Private,122999,10,Never-married,Tech-support,Other-relative,White,Male,0,0,40,<=50K
29,Private,222249,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,<=50K
62,Private,218009,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1977,60,>50K
17,Private,138293,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,<=50K
20,Private,171156,10,Never-married,Other-service,Own-child,White,Female,0,0,25,<=50K
23,Private,32950,10,Never-married,Transport-moving,Not-in-family,White,Male,4101,0,40,<=50K
38,Private,215646,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,<=50K
27,Private,219863,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K
59,Private,175689,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,14,>50K
38,Private,193815,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,<=50K
27,?,280699,10,Never-married,?,Unmarried,White,Female,0,0,40,<=50K
25,Private,419658,9,Never-married,Other-service,Own-child,White,Female,0,0,8,<=50K
53,Self-emp-not-inc,263925,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,>50K
37,Private,75024,9,Divorced,Sales,Unmarried,White,Female,0,0,25,<=50K
19,Private,323810,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K
39,Private,114079,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K
54,Self-emp-not-inc,269068,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99999,0,50,>50K
73,?,132256,13,Widowed,?,Unmarried,White,Female,0,0,7,<=50K
20,Private,173724,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,<=50K
58,Local-gov,98361,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,<=50K
22,Private,24896,9,Divorced,Tech-support,Unmarried,White,Female,0,0,30,<=50K
19,Private,198668,4,Never-married,Other-service,Not-in-family,White,Female,0,0,40,<=50K
21,Private,325762,10,Never-married,Sales,Own-child,White,Female,0,0,35,<=50K
28,Federal-gov,72514,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,72,<=50K
46,Local-gov,116906,14,Never-married,Prof-specialty,Not-in-family,Black,Female,0,2258,35,<=50K
33,Private,178463,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
41,State-gov,159131,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,<=50K
29,Local-gov,115305,11,Married-civ-spouse,Protective-serv,Husband,White,Male,7688,0,40,>50K
29,Self-emp-not-inc,151476,11,Never-married,Adm-clerical,Not-in-family,White,Female,2174,0,40,<=50K
48,Private,285570,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
48,Local-gov,100818,13,Separated,Prof-specialty,Unmarried,White,Female,7443,0,45,<=50K
34,Private,274577,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,<=50K
34,Private,123270,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
24,Private,72887,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,<=50K
60,Private,156889,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
30,Private,94235,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,>50K
31,Private,178623,13,Never-married,Prof-specialty,Not-in-family,Black,Female,14084,0,60,>50K
23,Local-gov,442359,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,1092,40,<=50K
52,Private,139671,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,>50K
28,Private,120475,9,Never-married,Other-service,Own-child,White,Male,0,0,20,<=50K
22,Private,170302,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,1974,45,<=50K
60,Self-emp-not-inc,137733,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,<=50K
39,Private,184531,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,<=50K
43,Private,358677,11,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,<=50K
56,Federal-gov,130454,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
21,Private,123868,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K
21,Private,65225,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,<=50K
58,Private,104333,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
35,Private,170797,13,Divorced,Other-service,Not-in-family,White,Female,0,0,40,<=50K
36,Private,178487,9,Never-married,Transport-moving,Not-in-family,White,Male,0,1669,40,<=50K
35,Private,155611,9,Never-married,Craft-repair,Unmarried,White,Female,114,0,40,<=50K
54,State-gov,198186,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,38,<=50K
27,State-gov,38353,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,<=50K
52,Private,74024,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,>50K
30,Private,398019,2,Separated,Priv-house-serv,Other-relative,White,Female,0,0,30,<=50K
70,Private,118902,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
20,Private,257509,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,<=50K
39,Private,141584,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,>50K
19,?,165416,10,Never-married,?,Own-child,Black,Female,0,0,40,<=50K
25,Self-emp-inc,133373,13,Never-married,Sales,Not-in-family,White,Male,0,0,80,<=50K
45,Private,243743,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,>50K
27,Private,68848,13,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,<=50K
27,Local-gov,230885,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,>50K
50,Self-emp-not-inc,83311,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,13,<=50K
46,Private,165138,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
35,Private,316141,10,Divorced,Prof-specialty,Unmarried,White,Female,7443,0,40,<=50K
36,Private,301227,3,Separated,Priv-house-serv,Unmarried,Other,Female,0,0,35,<=50K
57,Self-emp-not-inc,50990,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,<=50K
27,Private,297296,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
56,Private,116878,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,>50K
52,Self-emp-not-inc,102346,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,<=50K
36,Private,250238,2,Never-married,Other-service,Other-relative,Other,Female,0,0,40,<=50K
50,Self-emp-not-inc,131982,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,60,<=50K
41,Private,306496,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,>50K
44,Private,262684,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,1504,45,<=50K
31,Private,173279,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,>50K
44,Private,569761,11,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,<=50K
47,Local-gov,183486,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,>50K
35,Private,61518,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,<=50K
22,Private,162343,10,Never-married,Other-service,Other-relative,Black,Male,0,0,20,<=50K
38,Private,108726,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
30,Private,159442,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
33,Private,228931,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,>50K
35,Private,241306,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,<=50K
24,Private,33616,9,Never-married,Other-service,Unmarried,White,Female,0,0,35,<=50K
18,Private,39302,8,Never-married,Other-service,Own-child,White,Female,0,0,12,<=50K
57,Self-emp-not-inc,192869,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72,<=50K
35,?,139854,12,Married-civ-spouse,?,Husband,White,Male,0,0,15,<=50K
43,Private,220609,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,50,<=50K
52,Private,312446,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
73,Private,88594,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,<=50K
49,Local-gov,405309,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
31,Private,369825,13,Never-married,Sales,Not-in-family,White,Male,4101,0,50,<=50K
41,Private,194636,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,>50K
24,Local-gov,387108,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,<=50K
34,Private,172928,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,<=50K
55,Self-emp-not-inc,68006,4,Never-married,Other-service,Other-relative,White,Female,0,0,60,<=50K
39,State-gov,65390,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
33,Private,315143,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,>50K
56,Private,82050,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298,0,40,>50K
20,Private,82777,10,Never-married,Sales,Own-child,White,Male,0,0,16,<=50K
33,Private,127651,13,Never-married,Sales,Not-in-family,White,Male,8614,0,40,>50K
30,Private,174704,7,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,<=50K
28,Private,190350,5,Married-civ-spouse,Protective-serv,Wife,Black,Female,0,0,40,<=50K
27,Private,164607,13,Separated,Tech-support,Own-child,White,Male,0,0,50,<=50K
18,Private,189487,10,Never-married,Sales,Own-child,White,Female,0,0,35,<=50K
62,Private,153148,9,Divorced,Other-service,Not-in-family,White,Female,0,0,84,<=50K
48,Private,59159,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,<=50K
17,?,297117,7,Never-married,?,Own-child,White,Female,0,0,40,<=50K
42,Private,303388,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,<=50K
31,Private,103772,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
34,Private,97355,10,Divorced,Sales,Not-in-family,White,Female,0,0,60,<=50K
55,Private,31905,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,>50K
65,Private,176279,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,<=50K
51,Private,673764,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K
24,Private,192017,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,<=50K
33,Private,247205,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,<=50K
24,Private,211968,10,Never-married,Sales,Not-in-family,White,Female,0,0,24,<=50K
47,Private,332465,10,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,<=50K
24,Private,228649,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,<=50K
27,Private,292472,10,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,1876,45,<=50K
29,Private,105422,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
24,Private,408585,4,Married-civ-spouse,Farming-fishing,Own-child,White,Female,0,0,45,<=50K
31,Federal-gov,166626,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,>50K
37,Private,233322,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
49,Private,39518,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,>50K
36,Private,208358,5,Divorced,Handlers-cleaners,Not-in-family,White,Male,4650,0,56,<=50K
40,Self-emp-inc,102226,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,<=50K
38,Private,186376,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,42,>50K
61,Private,198231,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
28,Private,148429,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2885,0,40,<=50K
32,Private,39223,6,Separated,Craft-repair,Unmarried,Black,Female,0,0,40,<=50K
19,State-gov,282721,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,12,<=50K
31,Private,136651,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
20,Private,470875,9,Married-civ-spouse,Sales,Own-child,Black,Male,0,0,32,<=50K
52,Private,187356,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,41,<=50K
60,?,139391,9,Married-civ-spouse,?,Husband,White,Male,0,0,42,<=50K
46,Private,172581,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,>50K
33,Private,103651,9,Divorced,Other-service,Not-in-family,White,Male,0,0,60,<=50K
26,Private,55929,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,48,<=50K
41,Private,187795,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,60,>50K
45,Private,377622,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K
38,Private,185203,9,Widowed,Other-service,Unmarried,White,Female,0,0,20,<=50K
31,State-gov,195181,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,>50K
33,State-gov,79580,13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,<=50K
37,Private,95654,6,Divorced,Exec-managerial,Unmarried,White,Female,0,0,35,<=50K
50,Local-gov,212685,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,<=50K
44,Local-gov,145178,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,38,>50K
32,Private,344696,10,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,<=50K
41,Private,167106,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,3103,0,35,>50K
36,Private,298635,13,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,>50K
72,Self-emp-not-inc,173864,4,Married-civ-spouse,Other-service,Husband,White,Male,2290,0,45,<=50K
38,Private,146398,9,Never-married,Other-service,Unmarried,Black,Female,0,0,24,<=50K
56,Private,124566,3,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,<=50K
28,Private,115677,12,Never-married,Adm-clerical,Own-child,White,Male,0,0,32,<=50K
43,Private,142444,10,Divorced,Sales,Unmarried,White,Female,0,0,55,>50K
32,Self-emp-not-inc,190290,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,<=50K
32,Private,243243,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,77,<=50K
20,Private,61777,10,Never-married,Sales,Not-in-family,White,Male,0,0,30,<=50K
28,Federal-gov,298661,13,Never-married,Tech-support,Not-in-family,Black,Female,0,0,40,<=50K
24,Private,250630,13,Never-married,Sales,Unmarried,White,Female,0,0,45,<=50K
33,Private,202642,13,Separated,Prof-specialty,Other-relative,Black,Female,0,0,40,<=50K
29,Private,253814,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,<=50K
31,Private,128220,4,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,35,<=50K
44,Private,56651,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,<=50K
22,Private,38444,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,10,<=50K
39,Private,53447,9,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,40,<=50K
63,Private,264600,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,<=50K
49,Federal-gov,115784,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
20,Private,257509,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,<=50K
53,Private,96062,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1740,40,<=50K
37,Private,421633,11,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,40,<=50K
21,?,123727,10,Never-married,?,Not-in-family,White,Female,0,0,28,<=50K
45,Private,207955,3,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,40,<=50K
33,Private,127651,13,Never-married,Sales,Not-in-family,White,Male,8614,0,40,>50K
29,Private,211299,11,Never-married,Sales,Not-in-family,Black,Male,0,0,45,<=50K
47,Private,78022,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,<=50K
27,Private,188189,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,30,<=50K
25,Private,122999,10,Never-married,Tech-support,Other-relative,White,Male,0,0,40,<=50K
46,Private,403911,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1902,40,>50K
37,Private,127772,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K
29,Private,405177,6,Separated,Sales,Unmarried,White,Female,0,0,40,<=50K
25,Local-gov,31873,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
42,Private,154374,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,58,<=50K
21,Without-pay,232719,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,<=50K
22,Private,64292,9,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,<=50K
51,Private,222615,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,>50K
61,Self-emp-not-inc,117387,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,<=50K
30,Private,188146,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,0,40,<=50K
40,Federal-gov,158796,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
34,Private,379798,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,>50K
